,spy_buy_hold,spy_plus_05pct_puts,spy_plus_1pct_puts
2022-08-04,380.5448438170254,739.5273497560951,1424.4702846275757
2022-08-05,379.901675865888,738.2218869822347,1421.8491013523278
2022-08-08,379.46064641367843,737.2727667944428,1419.8451899635827
2022-08-09,377.9537957852983,734.436931152825,1414.5597177187124
2022-08-10,385.8923259250579,749.2539945330565,1441.9343227160807
2022-08-11,385.8923259250579,749.3218945330565,1442.1948227160808
2022-08-12,392.4250746859007,761.7518435647036,1465.6302414118284
2022-08-15,394.04218267733404,764.6965842532707,1470.9243165038874
2022-08-16,394.813984218699,766.0859195819031,1473.389336434185
2022-08-17,392.0116095744553,760.7425746386504,1463.2933807348832
2022-08-18,393.15093565932835,762.9111601237764,1467.383576822469
2022-08-19,387.86777034640966,753.0762016242012,1449.2656570614888
2022-08-22,379.7914185028358,738.0968819352872,1421.7800985051424
2022-08-23,378.87260714406705,736.1699065440561,1417.7982081119274
2022-08-24,380.0854381376416,738.0371620604806,1420.45973943097
2022-08-25,385.4512964728493,748.0286743452664,1438.8719113273391
2022-08-26,372.40417517833697,723.9032437897932,1394.750907743701
2022-08-29,369.9417607368383,719.1058977412971,1385.4873774898908
2022-08-30,365.88061453108173,711.2820785120584,1370.5480059518854
2022-08-31,363.0966161140134,705.6277010766303,1359.1903840604477
2022-09-01,364.2359421988864,711.127541994565,1376.1113809495137
2022-09-02,360.39531071923415,703.6987713852645,1361.8708636265671
2022-09-06,359.03546990825686,701.3306171982396,1357.83904170361
2022-09-07,365.4855256468107,712.7931998961539,1377.8545497435794
2022-09-08,367.87443517960884,717.0580194139009,1385.342134202829
2022-09-09,373.58944183114835,728.0399268755866,1406.2555547168772
2022-09-12,377.60464746896656,735.6451416034915,1420.5236228272302
2022-09-13,361.1854884877754,705.1461447642122,1364.4914777169354
2022-09-14,362.56370552592705,707.366798332141,1367.8885418280368
2022-09-15,358.4474306386454,699.3917370092565,1352.5746916828734
2022-09-16,355.72443945817656,693.9249991767056,1341.707667368874
2022-09-19,358.48306029889045,698.7142545260239,1349.8322758866898
2022-09-20,354.3681944294641,691.1641304932609,1336.1489966260003
2022-09-21,348.18666946866585,679.5711208476291,1314.6299143285494
2022-09-22,345.26197780810907,673.7341407615614,1303.0904644952777
2022-09-23,339.47717758360204,664.0075457648306,1287.275858673638
2022-09-26,336.11885656012316,658.1037566439195,1277.1083787389016
2022-09-27,335.2608239909383,656.8365621707208,1275.438931942392
2022-09-28,341.85752600134214,668.088833658223,1294.0945175284767
2022-09-29,334.7164807481217,655.1833699780457,1271.1096409639595
2022-09-30,329.54060686303575,645.5259323493905,1253.2809199656474
2022-10-03,338.2408725914424,664.0173527548828,1292.0150908362891
2022-10-04,348.7217865548243,683.565144345759,1328.0725936912506
2022-10-05,347.90988476892846,681.8454548563249,1324.4843596672747
2022-10-06,344.32090982900326,675.2959024541683,1312.6976035840191
2022-10-07,334.7164807481217,657.3137506530204,1279.393681777665
2022-10-10,332.16083535388145,652.2000030555971,1269.2591780885587
2022-10-11,330.05727163587875,648.3995075602452,1262.4955035718938
2022-10-12,328.96858515024553,646.0455739266854,1257.501696585198
2022-10-13,337.6503985653357,661.7467785807477,1285.466575182486
2022-10-14,329.9557839126414,647.1572713740652,1258.0744868188954
2022-10-17,338.4346218812579,662.8406036557694,1286.7366319101902
2022-10-18,342.411095400816,670.3498578597031,1300.7734701412558
2022-10-19,339.98461619978684,665.737410862872,1292.0883605014194
2022-10-20,337.13373379249373,659.991776178382,1280.6200989854133
2022-10-21,345.32656090471454,675.7368428444892,1310.6027786818966
2022-10-24,349.5521406540365,683.7068767781361,1325.4836125794104
2022-10-25,355.13396543206983,694.351867017995,1345.591733994244
2022-10-26,352.45838000127685,689.0068402914508,1335.0111286879596
2022-10-27,350.5762440430642,685.3184601113996,1327.844672541471
2022-10-28,358.91668966181254,701.368070321042,1358.447731151408
2022-10-31,356.3241396409404,696.2674368377347,1348.5026577339383
2022-11-01,354.76491916575424,696.6284031999586,1355.7985890777275
2022-11-02,345.861677990873,679.6683273858665,1323.7996206795938
2022-11-03,342.3003815209214,672.2844170602316,1308.6725933203438
2022-11-04,347.22714917624364,681.6805572516553,1326.4249249520549
2022-11-07,350.54856557309057,687.918359627897,1338.0164002093895
2022-11-08,352.4399276879614,691.8917415365894,1346.250676397593
2022-11-09,345.17894239818816,678.3601124529732,1321.3171185433653
2022-11-10,364.14792048684575,714.1058949128391,1387.9870616796945
2022-11-11,367.6723123301655,721.028896323182,1401.4658348694177
2022-11-14,364.544645223135,715.0532657522218,1390.1551440020955
2022-11-15,367.65386001685,721.2490418655369,1402.388607784656
2022-11-16,364.849108392846,715.5845643033775,1391.0596909006847
2022-11-17,363.73274343723915,713.2826696158074,1386.367552272525
2022-11-18,365.38422547900535,716.3265435751066,1391.9080763588133
2022-11-21,364.05565892026664,713.3796226246101,1385.5199262558795
2022-11-22,368.9547481056151,722.695881129565,1403.0664172604459
2022-11-23,371.279739583408,727.0923427929341,1411.2974299405805
2022-11-25,371.1967041734861,726.8568977335268,1410.6996080591443
2022-11-28,365.27351159910984,715.7226168292306,1389.9867138502332
2022-11-29,364.6461329463723,714.3503652692743,1387.045392968293
2022-11-30,376.1326979854665,736.3184651537738,1428.6693532332374
2022-12-01,375.85591328572906,739.3756995305322,1441.58322643141
2022-12-02,375.42228392280805,738.493686401095,1439.807281936722
2022-12-05,368.6687372492195,725.47647340644,1414.9458549130343
2022-12-06,363.3544710142653,715.3463976073685,1395.8214500419385
2022-12-07,362.73631851818607,714.2759874015746,1394.0156206558925
2022-12-08,365.57797476882087,719.4264223774662,1403.2077079827964
2022-12-09,362.84703239808056,714.3897056473879,1394.0360915907058
2022-12-12,368.0782632231138,724.4602427620994,1413.2451432606917
2022-12-13,370.8645625338014,729.1899186150843,1421.014295120189
2022-12-14,368.49344027271945,724.2029361839016,1410.6674092662454
2022-12-15,359.47948521794456,707.5220590038788,1380.175867323431
2022-12-16,355.2551971305551,699.2497743348454,1364.1200988055825
2022-12-19,352.24275948929045,693.0074412255117,1351.3376151957625
2022-12-20,352.7247495118923,693.5057185230041,1351.4390245733316
2022-12-21,357.99883264383016,703.2149374128848,1369.081721416373
2022-12-22,352.89159221202414,693.9387068182908,1352.4853624347995
2022-12-23,354.9215117302915,697.2941977442722,1357.7946230826471
2022-12-27,353.5218868569654,694.4846848227048,1352.2082054670075
2022-12-28,349.128362420167,685.9875263801689,1335.922408448377
2022-12-29,355.4127707917901,697.8072188359482,1357.918534563633
2022-12-30,354.47659786327443,696.1806956235099,1355.1631221187367
2023-01-03,352.9842826009862,696.6005104839172,1362.5015123036378
2023-01-04,355.7093800364688,701.4621078403303,1371.0097010672032
2023-01-05,351.64954099993304,693.7698138195508,1356.5824422969918
2023-01-06,359.71360483962735,708.9383978334279,1384.806511087137
2023-01-09,359.5096859839108,708.6263830652605,1384.3728656694545
2023-01-10,362.0308645636768,713.1391656535062,1392.3030090153372
2023-01-11,366.60976977839937,722.0602972659827,1409.5293561214642
2023-01-12,367.9445113794526,724.2801939303492,1413.0695261281103
2023-01-13,369.37194336946686,727.0314973075174,1418.323644051881
2023-01-17,368.695303530045,725.7028483040555,1415.7376342568487
2023-01-18,362.8743471032314,714.6408267400159,1394.9253650612045
2023-01-19,360.2326710178141,709.5052354251247,1385.0305994230528
2023-01-20,366.94345517866293,722.3695214320747,1409.4576486231265
2023-01-23,371.34624865435796,730.8382402902259,1425.5956246867113
2023-01-24,370.9476799818214,729.8790114251725,1423.383558643061
2023-01-25,371.0867155652641,730.0822214943767,1423.6440305187518
2023-01-26,375.16509267959236,737.9689168577169,1438.7561388723886
2023-01-27,376.02711329693835,739.5549792867853,1441.6353445016775
2023-01-30,371.30917249877314,730.3608376051046,1423.87762551986
2023-01-31,376.76863640863417,741.0110329892102,1444.4693278387015
2023-02-01,380.7728612117927,752.2873005972195,1473.074230237222
2023-02-02,386.31574647172005,763.3523846516289,1494.9636802640953
2023-02-03,382.2095622407037,755.389691949115,1479.6621244749567
2023-02-06,379.8737644388618,750.8783782673246,1471.0290706174806
2023-02-07,384.84196928722423,760.1577057809747,1488.1603629492574
2023-02-08,380.63382562835005,752.1726724018754,1473.1619436980877
2023-02-09,377.3340477813024,745.9767832323596,1461.6557898359338
2023-02-10,378.2146064764418,747.6380618028771,1464.7579379171275
2023-02-13,382.65447610772173,755.8863421742191,1479.8941014001925
2023-02-14,382.4783643686933,755.1479264601144,1477.6909917839516
2023-02-15,383.72041558078433,757.2835583385279,1481.2553648668977
2023-02-16,378.43706340995084,747.5198869154291,1463.4447763797455
2023-02-17,377.49162144253853,745.630155187085,1459.7020879136232
2023-02-21,369.9188166643427,731.5190794806413,1433.7190744153677
2023-02-22,369.4090195250517,730.1195760977105,1430.2175571052037
2023-02-23,371.37405577104613,733.3577145919161,1435.309080191654
2023-02-24,367.4069071234734,725.908650084748,1421.4760109416538
2023-02-27,368.6582273744602,727.7382038428503,1423.8128897938739
2023-02-28,367.2956786567189,724.8361875284722,1417.7225417103448
2023-03-01,365.886784744496,725.5864831247229,1426.0942994282398
2023-03-02,368.73237968562984,730.5258129029997,1434.4320538204033
2023-03-03,374.6460265014046,741.7523402598064,1455.5232867265868
2023-03-06,374.90555959049846,742.1605693601056,1456.1176982020945
2023-03-07,369.15875547485456,731.0455678534896,1434.8196583873053
2023-03-08,369.7612430031076,732.0233389791834,1436.3193278840174
2023-03-09,362.93923037550434,720.0851597713294,1415.951554813557
2023-03-10,357.7022233991514,711.9969261403004,1404.5313661113703
2023-03-13,357.1924262598604,711.7894582647134,1405.6879149987678
2023-03-14,363.09680403674037,721.884295296512,1422.3828760665458
2023-03-15,360.82588950717155,719.1495656688978,1420.4515756558635
2023-03-16,367.1566430732752,729.6324576511845,1437.0199412905395
