date,1x_unhedged,1x_aud_puts,1x_jpy_calls,1x_dual_hedge,3x_unhedged,3x_aud_puts,3x_jpy_calls,3x_dual_hedge,5x_unhedged,5x_aud_puts,5x_jpy_calls,5x_dual_hedge,audjpy
2010-07-04,99.06718089398488,98.56966578500982,98.56966578500982,98.56966578500982,96.40523352508947,94.93989975603058,94.93989975603058,94.93989975603058,92.71562956944905,90.34583829772242,90.34583829772242,90.34583829772242,73.00780222670289
2010-07-05,98.3162916786138,97.8225475332055,97.8225475332055,97.8225475332055,94.21309533645604,92.78108148164652,92.78108148164652,92.78108148164652,89.20189446001147,86.92191349138231,86.92191349138231,86.92191349138231,72.44755244755244
2010-07-06,100.54529452277791,100.04035633123937,100.04035633123937,100.04035633123937,100.62102388655651,99.09161123138276,99.09161123138276,99.09161123138276,99.31371179269487,96.77527497829769,96.77527497829769,96.77527497829769,74.08477842003853
2010-07-07,102.04632562431715,101.53384925873026,101.53384925873026,101.53384925873026,105.12750886049713,103.52959883883597,103.52959883883597,103.52959883883597,106.72693639548162,103.99901917696471,103.99901917696471,103.99901917696471,75.18427518427518
2010-07-08,104.4243514960546,103.89993269110437,103.89993269110437,103.89993269110437,112.47699256915885,110.76737236051238,110.76737236051238,110.76737236051238,119.16243637095808,116.1166704850882,116.1166704850882,116.1166704850882,76.9414470192818
2010-07-09,104.74034384256453,104.21433812492242,104.21433812492242,104.21433812492242,113.4980724696163,111.77293211953832,111.77293211953832,111.77293211953832,120.9653883330836,117.87353938826209,117.87353938826209,117.87353938826209,77.16563330380868
2010-07-11,104.8494781306087,104.3229243408733,104.3229243408733,104.3229243408733,113.85285070154504,112.12231781721593,112.12231781721593,112.12231781721593,121.59558826605121,118.48763154838143,118.48763154838143,118.48763154838143,77.2372159090909
2010-07-12,104.76752444587149,104.2413822273146,104.2413822273146,104.2413822273146,113.58587768081512,111.85940271500763,111.85940271500763,111.85940271500763,121.12037338258848,118.02456305370185,118.02456305370185,118.02456305370185,77.16793757758468
2010-07-13,105.6430568459066,105.11251770605365,105.11251770605365,105.11251770605365,116.43355733981171,114.6637984047091,114.6637984047091,114.6637984047091,126.1813315259488,122.95616421064679,122.95616421064679,122.95616421064679,77.80440184593539
2010-07-14,104.88395047177247,104.35722356203492,104.35722356203492,104.35722356203492,113.92363028416004,112.19202156910293,112.19202156910293,112.19202156910293,121.64790283134968,118.5386089648,118.5386089648,118.5386089648,77.23943164769217
2010-07-15,103.81969621525695,103.29831398745776,103.29831398745776,103.29831398745776,110.45569144597964,108.77679447387261,108.77679447387261,108.77679447387261,115.47611497428895,112.52457065937938,112.52457065937938,112.52457065937938,76.45465664861086
2010-07-16,101.39852776599287,100.88930463946225,100.88930463946225,100.88930463946225,102.72791401299132,101.1664771913167,101.1664771913167,101.1664771913167,102.01108201755343,99.40370100847011,99.40370100847011,99.40370100847011,74.67982000692281
2010-07-18,100.72916209764541,100.22330052365346,100.22330052365346,100.22330052365346,100.69348983535625,99.16297571713945,99.16297571713945,99.16297571713945,98.6440352961696,96.12271526697592,96.12271526697592,96.12271526697592,74.17848495330335
2010-07-19,101.64805857944656,101.13758230985961,101.13758230985961,101.13758230985961,103.44920302575169,101.87680280396899,101.87680280396899,101.87680280396899,103.14341040744318,100.50708733166032,100.50708733166032,100.50708733166032,74.84827466620426
2010-07-20,104.2045456523062,103.68123071169651,103.68123071169651,103.68123071169651,111.2545626340593,109.56352303352622,109.56352303352622,109.56352303352622,116.11388908860721,113.14604340642586,113.14604340642586,113.14604340642586,76.73626277627325
2010-07-21,102.80201564208859,102.28574420331854,102.28574420331854,102.28574420331854,106.76230573995376,105.13954724289944,105.13954724289944,105.13954724289944,108.29977632460006,105.53165766051075,105.53165766051075,105.53165766051075,75.70101571316955
2010-07-22,105.27297549860435,104.74429490625594,104.74429490625594,104.74429490625594,114.4607551339114,112.72098226477509,112.72098226477509,112.72098226477509,121.31529932268032,118.21450672927574,118.21450672927574,118.21450672927574,77.51917712691771
2010-07-23,105.69459790576252,105.16379992684925,105.16379992684925,105.16379992684925,115.83601461174408,114.07533816631424,114.07533816631424,114.07533816631424,123.74466204769513,120.58177547285148,120.58177547285148,120.58177547285148,77.82148789229828
2010-07-25,105.96825378124426,105.43608150327974,105.43608150327974,105.43608150327974,116.73575423758062,114.9614019904449,114.9614019904449,114.9614019904449,125.3466102314162,122.14277821036062,122.14277821036062,122.14277821036062,78.01437083771468
2010-07-26,105.67095563589696,105.14027638839768,105.14027638839768,105.14027638839768,115.75323385079966,113.99381565079908,113.99381565079908,113.99381565079908,123.58828576075447,120.4293961297014,120.4293961297014,120.4293961297014,77.78839471855456
2010-07-27,106.8122901688087,106.27587914243578,106.27587914243578,106.27587914243578,119.50392851316286,117.68750075729871,117.68750075729871,117.68750075729871,130.26256903723674,126.93308618121084,126.93308618121084,126.93308618121084,78.62782944376207
2010-07-28,105.65899339121303,105.12837421807352,105.12837421807352,105.12837421807352,115.63292746694144,113.87533789180338,113.87533789180338,113.87533789180338,123.23007301666878,120.08033922523302,120.08033922523302,120.08033922523302,77.77292194738223
2010-07-29,105.51434064778651,104.98444792032517,104.98444792032517,104.98444792032517,115.15800470878298,113.4076338325659,113.4076338325659,113.4076338325659,122.38653061850721,119.25835758680287,119.25835758680287,119.25835758680287,77.6582827406765
2010-07-30,105.73799329322884,105.20697738279948,105.20697738279948,105.20697738279948,115.89028599601443,114.12878464005684,114.12878464005684,114.12878464005684,123.68360887210248,120.52228280311209,120.52228280311209,120.52228280311209,77.8133102852204
2010-08-01,106.14052536480335,105.60748793942173,105.60748793942173,105.60748793942173,117.21382795414404,115.43220911436221,115.43220911436221,115.43220911436221,126.03785344155601,122.81635339480039,122.81635339480039,122.81635339480039,78.10067462376752
2010-08-02,106.74977486138268,106.21367778671106,106.21367778671106,106.21367778671106,119.23225961616251,117.41996115488354,117.41996115488354,117.41996115488354,129.65515694063356,126.3411994053282,126.3411994053282,126.3411994053282,78.53991869215466
2010-08-03,106.09995948467306,105.56712578102947,105.56712578102947,105.56712578102947,117.05486048443537,115.27565790768229,115.27565790768229,115.27565790768229,125.70892310739482,122.49583044824496,122.49583044824496,122.49583044824496,78.05631868131869
2010-08-04,106.9895810184773,106.45227963794673,106.45227963794673,106.45227963794673,119.99928737288614,118.1753302948222,118.1753302948222,118.1753302948222,130.97911197131393,127.63131443416167,127.63131443416167,127.63131443416167,78.70522227017696
2010-08-05,106.20803286443501,105.67465641657658,105.67465641657658,105.67465641657658,117.36953911217076,115.58555350442691,115.58555350442691,115.58555350442691,126.19516561855646,122.96964470686443,122.96964470686443,122.96964470686443,78.12473192073432
2010-08-06,106.39897881339546,105.86464343550846,105.86464343550846,105.86464343550846,118.00257704970875,116.20896943460025,116.20896943460025,116.20896943460025,127.32956454316569,124.07504864235824,124.07504864235824,124.07504864235824,78.25566481402308
2010-08-08,105.99791009062778,105.46558887875938,105.46558887875938,105.46558887875938,116.66815231964748,114.89482760358632,114.89482760358632,114.89482760358632,124.92973390609468,121.73655715299904,121.73655715299904,121.73655715299904,77.95221843003414
2010-08-09,106.5597541892451,106.0246113978644,106.0246113978644,106.0246113978644,118.52335812949794,116.72183478124302,116.72183478124302,116.72183478124302,128.24069700324242,124.96289275546151,124.96289275546151,124.96289275546151,78.35910652920963
2010-08-10,105.34754071544532,104.81848565678374,104.81848565678374,104.81848565678374,114.47842729859308,112.73838581727944,112.73838581727944,112.73838581727944,120.94642807499751,117.85506375023772,117.85506375023772,117.85506375023772,77.46502900034118
2010-08-11,103.46482444871604,102.94522438594875,102.94522438594875,102.94522438594875,108.34073117960679,106.69398103796955,106.69398103796955,106.69398103796955,110.13897087223931,107.32384279661669,107.32384279661669,107.32384279661669,76.07455953698187
2010-08-12,104.74170696388795,104.21569440065429,104.21569440065429,104.21569440065429,112.35190268822174,110.64418381231417,110.64418381231417,110.64418381231417,116.93521910902521,113.94638041064336,113.94638041064336,113.94638041064336,77.0158511371468
2010-08-13,104.24741886804885,103.723888618268,103.723888618268,103.723888618268,110.76129824840271,109.07775613462367,109.07775613462367,109.07775613462367,114.17606573710928,111.25775039717827,111.25775039717827,111.25775039717827,76.64340484190575
2010-08-15,103.98190336762323,103.45970653595256,103.45970653595256,103.45970653595256,109.91497969630194,108.24430139819378,108.24430139819378,108.24430139819378,112.72204819115981,109.84089722260103,109.84089722260103,109.84089722260103,76.43974557331958
2010-08-16,103.4118322993679,102.89249836302834,102.89249836302834,102.89249836302834,108.10718388193207,106.46398359676468,106.46398359676468,106.46398359676468,109.63210771367709,106.82993494984709,106.82993494984709,106.82993494984709,76.01567157823013
2010-08-17,105.08181233072914,104.55409175928204,104.55409175928204,104.55409175928204,113.34459727018591,111.62178970209717,111.62178970209717,111.62178970209717,118.4842587009971,115.45582688846979,115.45582688846979,115.45582688846979,77.24043481982368
2010-08-18,103.89841991308056,103.37664233508815,103.37664233508815,103.37664233508815,109.51526275408109,107.85066004660307,107.85066004660307,107.85066004660307,111.8126296984361,108.95472326821906,108.95472326821906,108.95472326821906,76.3630148692531
2010-08-19,102.8351331549605,102.31869540013219,102.31869540013219,102.31869540013219,106.1529557393295,104.53945919933331,104.53945919933331,104.53945919933331,106.09122947654686,103.3795607882386,103.3795607882386,103.3795607882386,75.57505537570285
2010-08-20,103.894412206513,103.37265475521191,103.37265475521191,103.37265475521191,109.43332108214307,107.76996386616578,107.76996386616578,107.76996386616578,111.55532591373482,108.70399611214015,108.70399611214015,108.70399611214015,76.3486898441514
2010-08-22,103.19106018582077,102.67283496642601,102.67283496642601,102.67283496642601,107.21077188398625,105.58119682147066,105.58119682147066,105.58119682147066,107.77924872950459,105.0244346372257,105.0244346372257,105.0244346372257,75.82342373171358
